src,invoice_number,invoice_date,due_date,seller_name,client_name,total,tax,n_items,amt
batch1_3,43674884,04/22/2014,,Miller-Williams,"Stokes, Cain and Fox",179.07,16.28,5,179.07
batch1_3,73381889,12/10/2016,,"Salinas, Dominguez and Hamilton",Anderson-Bonilla,222.18,20.20,5,222.18
batch1_3,98542442,07/25/2018,,Frederick-Norton,"Eaton, Lane and Robinson",659.67,59.97,7,659.67
batch1_3,15259432,02/06/2016,,"Franklin, Buchanan and Reed","Ford, Myers and Walton",82.49,7.50,1,82.49
batch1_3,23777462,11/04/2016,,"Zhang, Hobbs and Bean",Walker-Arias,"228,44","20,77",6,22844.0
batch1_3,77029419,01/13/2020,,"Clark, Moran and Johnson","Mclaughlin, Meza and Wood",454.72,41.34,4,454.72
batch1_3,35850942,11/26/2015,,Gonzales and Sons,Phillips LLC,"35 342,91","3 212,99",5,3534291.0
batch1_3,99741629,10/12/2020,,Smith LLC,"Bean, Cunningham and Taylor","454,74","41,34",6,45474.0
batch1_3,20583097,09/16/2019,,Gomez-Schwartz,Jones PLC,92902.69,8445.70,7,92902.69
batch1_3,84476266,09/18/2017,,King-Byrd,Haney and Sons,182.15,16.56,5,182.15
batch1_3,20290421,06/22/2011,,Christensen PLC,"Ayers, Williams and Medina",317.24,28.84,6,317.24
batch1_3,92964019,01/23/2013,,"Silva, Moreno and Henry",Williams Inc,11 788.23,1 071.66,6,11788.23
batch1_3,49166171,02/21/2021,,Stanton PLC,Davis-Jackson,47.37,4.31,2,47.37
batch1_3,96503490,03/06/2013,,"Wright, Martin and Carter",Schneider Ltd,"16 179,90","1 470,90",2,1617990.0
batch1_3,11324589,01/02/2019,,"Dixon, Allison and Burton",Chavez-Morales,"11 032,05","1 002,91",5,1103205.0
batch1_3,35451351,06/28/2014,,Martinez LLC,Smith LLC,646.80,58.80,2,646.8
batch1_3,63395419,06/20/2015,,Harris-Scott,Walter-Walters,"6 935,91","630,54",4,693591.0
batch1_3,96958424,09/14/2012,,"Barton, Wright and Peters","Sandoval, Rosales and Young",659.98,60.00,1,659.98
batch1_3,19898218,06/15/2014,,"Rogers, James and Hansen",Sosa LLC,26.38,2.40,1,26.38
batch1_3,97190733,02/11/2013,,Johnson-Henderson,Hampton-Singh,307.89,27.99,1,307.89
batch1_3,41942687,09/01/2016,,Galvan and Sons,Armstrong-Mitchell,282.59,25.69,2,282.59
batch1_3,27278750,08/04/2015,,Harris-Wright,"Russell, May and Olson",400.40,36.40,2,400.4
batch1_3,84077104,09/01/2013,,Cobb-Burns,Johnson LLC,115.68,10.52,5,115.68
batch1_3,87428284,06/17/2015,,Grant and Sons,"Meza, Harrison and Campbell",21.52,1.96,1,21.52
batch1_3,54795998,04/24/2012,,"Williams, Norman and Caldwell","Duarte, Grant and Moran",83.89,7.63,3,83.89
batch1_3,46939079,04/26/2018,,Thomas Inc,"Clark, Greene and Lewis",42.68,3.88,1,42.68
batch1_3,56379795,10/06/2019,,Love Ltd,Lee-Howell,188.31,17.12,5,188.31
batch1_3,39400829,01/12/2012,,Smith-Guerrero,"Reynolds, Gonzales and Meyer",7096.28,645.12,4,7096.28
batch1_3,65643191,07/31/2020,,Thompson Inc,Johnson-Alvarez,61.42,5.58,3,61.42
batch1_3,56576694,11/11/2017,,"Johnson, Miller and Stanley",Brown-Schmitt,26.75,2.43,1,26.75
batch1_3,31470773,03/05/2012,,"Johnston, Byrd and Hendrix",May Inc,559.89,50.90,2,559.89
batch1_3,30955348,02/08/2014,,Kaufman-Hopkins,"Fox, Munoz and Brown",5256.04,477.82,5,5256.04
batch1_3,56418581,01/25/2013,,Watkins Inc,"Cruz, Nichols and Fischer","43 523,40","3 956,67",5,4352340.0
batch1_3,64678621,09/06/2014,,Sanchez Inc,Becker Group,130.84,11.89,3,130.84
batch1_3,71449499,09/09/2015,,Juarez PLC,Peters-Santiago,"193,02","17,55",6,19302.0
batch1_3,17345626,09/26/2012,,"Stewart, Howard and Williams",Hunt Group,4268.89,388.08,6,4268.89
batch1_3,42981942,09/21/2013,,Huerta and Sons,Jones Inc,16.50,1.50,1,16.5
batch1_3,27709823,12/11/2012,,Kaufman-Wyatt,"Williams, Haley and Ellis","797,23",72.48,1,79723.0
batch1_3,53766818,05/20/2019,,Deleon Ltd,"Daniels, Jensen and Hernandez",287.28,26.12,6,287.28
batch1_3,24489313,12/13/2019,,Roach Group,Hernandez-Fleming,"1 234,20","112,20",1,123420.0
batch1_3,94695871,09/05/2020,,Matthews-Bailey,Mccarty-Carroll,"4 356,00","396,00",1,435600.0
batch1_3,65128151,07/18/2014,,"Miller, Wright and Clark","Rogers, Floyd and Smith",75.57,6.87,3,75.57
batch1_3,62261351,02/06/2012,,Mcdowell PLC,Calhoun Ltd,43.98,4.00,1,43.98
batch1_3,77833987,05/20/2013,,Freeman and Sons,Houston Group,129.53,11.78,5,129.53
batch1_3,17545286,03/23/2012,,Anderson-Bryant,Obrien Group,"39 000,60","3 545,51",6,3900060.0
batch1_3,50343017,09/07/2020,,Hayes and Sons,Christian-Krueger,176.00,16.00,2,176.0
batch1_3,91394927,09/04/2018,,"Dixon, Trujillo and Evans",Burke-Reynolds,20601.20,1872.84,5,20601.2
batch1_3,65673716,12/24/2017,,Kemp and Sons,Shaffer-Craig,7933.79,793.38,5,7933.79
batch1_3,22862792,04/19/2013,,Robbins Inc,"Coleman, Casey and Austin","34 397,78","3 127,07",6,3439778.0
batch1_3,14878236,04/26/2015,,"Hernandez, Coleman and Alvarado",Turner-Green,568.49,51.68,7,568.49
batch1_3,64770456,10/13/2011,,Adams-Johnson,"Boyer, Wilson and Ortiz","2 349,03","213,55",3,234903.0
batch1_3,47433391,11/23/2018,,"Kramer, Harris and Martinez",Dawson LLC,428.83,38.98,1,428.83
batch1_3,86447617,01/11/2020,,Ramos Group,Harris Group,"2 823,64","256,69",5,282364.0
batch1_3,23285582,12/19/2015,,Harris-Green,Good PLC,"38 086,73","3 462,43",3,3808673.0
batch1_3,15801054,09/08/2015,,Jones-Frazier,"Byrd, Harper and Maddox",270.94,24.63,3,270.94
batch1_3,58031199,11/11/2017,,Ramos-Holt,Bates LLC,8389.96,762.72,2,8389.96
batch1_3,66443782,08/21/2011,,Rivera Group,Garcia-Williams,"9 767,56","887,96",7,976756.0
batch1_3,26120082,12/29/2012,,"Cox, Collins and Fisher",Kelly-Franklin,471.35,42.85,7,471.35
batch1_3,24119502,07/14/2019,,Harrison-Pierce,Reeves-Holder,"329,91","29,99",3,32991.0
batch1_3,76937754,07/22/2020,,Webb-Alexander,"Williams, Davis and Prince","2 750,00","275,00",1,275000.0
batch1_3,77728243,07/10/2011,,"Edwards, Harris and Brown",Pearson Inc,1474.00,134.00,2,1474.0
batch1_3,40122783,12/03/2019,,"Davis, Jones and Smith",Contreras-Gray,142.02,12.91,3,142.02
batch1_3,53065226,12/23/2016,,West-Anderson,"Brown, Wilson and Robertson","58 507,00","5 318,82",6,5850700.0
batch1_3,29113910,11/19/2019,,Miller-Jackson,"Hurst, Reed and Wright",386.11,35.10,5,386.11
batch1_3,57037406,09/06/2015,,Martin and Sons,Vargas Inc,4 729.96,430.00,3,4729.96
batch1_3,62481750,04/03/2014,,Jones Ltd,"Pittman, Zhang and Peterson",661.64,60.15,6,661.64
batch1_3,96609211,03/16/2013,,Barrett-Smith,Love Inc,271.12,24.65,3,271.12
batch1_3,27344877,07/15/2019,,Branch LLC,Rivers-Williams,480.36,43.67,3,480.36
batch1_3,94623559,10/08/2012,,Mitchell-Gibbs,"Jackson, Ellis and Martinez","280,50","25,50",1,28050.0
batch1_3,49455197,10/25/2013,,Thompson-Webster,Ward PLC,"2 463,78","223,98",2,246378.0
batch1_3,75658283,07/07/2017,,Jacobs Group,"Robinson, Stephens and Bennett",74.76,6.80,1,74.76
batch1_3,17945506,08/24/2019,,Solis-Grimes,Garcia PLC,147.13,13.38,3,147.13
batch1_3,77404624,10/20/2014,,Hayes-Mcdonald,"Sheppard, Guerrero and Castillo",9556.58,868.78,6,9556.58
batch1_3,53875869,07/12/2012,,Mitchell Ltd,"Elliott, Kelly and Turner",66.00,6.00,1,66.0
batch1_3,81133446,10/05/2018,,Price and Sons,Espinoza-Doyle,56.10,5.10,1,56.1
batch1_3,28768109,08/24/2015,,"Potts, Gray and Tucker",Harris-Harrell,58.07,5.28,2,58.07
batch1_3,18320628,10/08/2013,,Martin Inc,"Roberts, Levine and Chavez",396.00,36.00,1,396.0
batch1_3,50047409,08/05/2014,,Green Ltd,Brown and Sons,42402.27,3854.75,5,42402.27
batch1_3,56479895,08/10/2019,,Blake LLC,Flores LLC,493.83,44.89,6,493.83
batch1_3,49464905,07/21/2012,,Johnson-Higgins,Macdonald-Hampton,"4 651,38","422,85",5,465138.0
batch1_3,52513212,03/20/2017,,"Perez, Pace and Bailey","Martinez, Logan and Peterson",835.99,76.00,3,835.99
batch1_3,84231664,04/26/2012,,"Waller, Williams and Brown","Mills, Stephenson and Watkins",3 340.78,303.71,4,3340.78
batch1_3,89305462,08/23/2015,,Forbes LLC,Williams and Sons,538.67,48.97,5,538.67
batch1_3,79426901,02/09/2015,,"Morrison, Hernandez and Hayes",Perez PLC,8134.09,739.46,6,8134.09
batch1_3,14037981,04/13/2021,,"Williams, Moore and Wang","Berg, Lang and Maynard",555.37,50.49,2,555.37
batch1_3,61965030,10/11/2016,,"Rodriguez, Morales and Rogers",Daniels-Farrell,"37,55","3,41",3,3755.0
batch1_3,91134042,02/12/2013,,"Stone, Lopez and Harding",York-Crawford,102.30,9.30,2,102.3
batch1_3,81972673,08/13/2014,,Dickerson-Burgess,Baxter-Gonzalez,"428,35","38,94",5,42835.0
batch1_3,75299595,06/03/2011,,"Cox, Bell and Rodriguez",Jackson Group,272.65,24.79,3,272.65
batch1_3,84777898,06/02/2017,,Byrd PLC,Palmer LLC,314.62,28.60,3,314.62
batch1_3,59781795,01/12/2017,,Rosales-Perry,"Bender, Burgess and King",197.96,18.00,1,197.96
batch1_3,61356291,09/06/2012,,"Chapman, Kim and Green",Rodriguez-Stevens,"212,09","19,28",4,21209.0
batch1_3,69087856,02/20/2020,,Escobar PLC,James PLC,29 726.40,2 702.40,1,29726.4
batch1_3,51385584,11/08/2012,,Nelson Ltd,"Garcia, Navarro and Rocha",2804.66,254.97,6,2804.66
batch1_3,91059347,12/03/2019,,Heath-Ballard,Simpson-Pitts,205.81,18.71,5,205.81
batch1_3,64713590,03/02/2017,,Wang-Tran,Larson-Hill,1129.04,102.64,2,1129.04
batch1_3,93559969,11/14/2017,,Taylor Group,Ashley-Cook,159.95,15.99,2,159.95
batch1_3,30126821,11/27/2014,,"Stewart, Arias and Nguyen",Holt-Snow,"5 322,08","483,83",3,532208.0
batch1_3,91451938,10/27/2018,,Webb-Short,Lee LLC,1 319.96,120.00,1,1319.96
batch1_3,66525750,02/19/2016,,Thompson-Smith,Gonzales Ltd,"35 563,37","3 233,03",4,3556337.0
batch1_3,81321189,10/20/2014,,"Mcgee, Butler and Zuniga",Williams-Patel,552.19,50.20,4,552.19
batch1_3,89559338,05/16/2012,,Henderson-Diaz,Arroyo-Fletcher,"3 002,98","273,00",2,300298.0
batch1_3,83237973,05/03/2018,,Keller-Hahn,Watson-Hartman,81.33,7.39,2,81.33
batch1_3,76702963,10/22/2012,,Meyer Inc,White-Daniel,365.20,33.20,4,365.2
batch1_3,98605220,03/17/2016,,"Hernandez, Green and Lloyd",Matthews-Roman,166.91,15.17,4,166.91
batch1_3,85265380,05/14/2013,,Johnson LLC,Hebert Ltd,833.70,75.79,4,833.7
batch1_3,72481334,08/18/2013,,Bridges Inc,"Fleming, Hopkins and Ward",1330.97,121.00,3,1330.97
batch1_3,45687667,12/21/2013,,Lewis and Sons,Phillips PLC,"13 615,89","1 237,81",3,1361589.0
batch1_3,94041746,10/16/2011,,"Jones, Carroll and Carpenter",Rogers PLC,631.31,57.39,6,631.31
batch1_3,71433151,12/16/2020,,Watson-White,Sanchez Ltd,7986.35,726.03,2,7986.35
batch1_3,75131164,06/13/2020,,Gregory-Ramos,"Barrera, Merritt and Rodriguez",691.06,62.82,6,691.06
batch1_3,24945791,12/15/2015,,"Contreras, Hunter and Cameron","Phillips, Elliott and Johnston","27 657,15","2 514,29",7,2765715.0
batch1_3,69490839,12/17/2016,,Mccall-Walker,Parks and Sons,"879,73","79,98",1,87973.0
batch1_3,15855229,03/30/2014,,Hanson LLC,Hawkins-Lopez,"5 823,92","529,45",3,582392.0
batch1_3,16662010,08/28/2016,,Smith-Cook,Snyder-Johnson,2 259.10,205.37,7,2259.1
batch1_3,70922221,05/30/2021,,Vincent Ltd,Miller LLC,"42 900,00","3 900,00",1,4290000.0
batch1_3,54394190,02/23/2021,,"Nelson, Bird and Mendoza",Allen Inc,3 695.93,335.99,4,3695.93
batch1_3,94588842,06/02/2011,,"Ortega, Carey and Morris","Khan, Moore and Peterson",1 124.00,102.18,3,1124.0
batch1_3,84440315,08/21/2018,,Herrera-Mills,Johnson-Simmons,2 378.99,216.27,5,2378.99
batch1_3,61942465,08/27/2012,,Jones Ltd,"Williams, Kelley and Watts",44.00,4.00,1,44.0
batch1_3,25951002,12/10/2012,,Clark Group,Santana-Hoover,"10 898,16","990,74",7,1089816.0
batch1_3,17045625,11/01/2017,,Bass-Petersen,Davidson-Martinez,28.24,2.82,3,28.24
batch1_3,45286327,07/21/2015,,"White, Brown and Martinez","Rosales, Anderson and Salazar",442.93,40.27,6,442.93
batch1_3,15686725,03/11/2021,,"Whitaker, Gray and Green","Davidson, Smith and Gill",94435.43,8585.04,7,94435.43
batch1_3,58777305,04/12/2018,,Thomas and Sons,"Martin, Lowe and Alvarado","106 081,93","9 643,81",7,10608193.0
batch1_3,24308198,06/08/2011,,Johnson-Franco,"Simmons, Simmons and Nguyen","5 701,08","518,28",4,570108.0
batch1_3,21686737,03/19/2014,,Parker Group,Brooks PLC,538.00,48.91,3,538.0
batch1_3,83505253,05/19/2014,,"Cooper, Cox and Hernandez",Reeves LLC,411.18,37.38,6,411.18
batch1_3,91327263,08/30/2012,,"Wolf, Smith and Shaffer",Wilson Group,1704.60,154.96,7,1704.6
batch1_3,88208084,05/16/2020,,"Brown, York and Irwin","Brown, Preston and Wilson","75 351,02","6 850,09",4,7535102.0
batch1_3,33145095,08/06/2020,,Stanton Group,Perez Inc,167.16,15.20,3,167.16
batch1_3,42461657,02/15/2021,,"Lawrence, Smith and Mccormick",Mckenzie-Rice,237.36,21.58,7,237.36
batch1_3,62788012,03/12/2013,,Barker-Fletcher,"Anderson, Webb and Perkins",219.89,19.99,3,219.89
batch1_3,90118586,08/21/2017,,Taylor and Sons,Obrien Ltd,274.13,27.41,6,274.13
batch1_3,17794459,10/28/2020,,Schultz-Garcia,Melendez-Rogers,"29 543,09","2 685,74",6,2954309.0
batch1_3,33907816,02/11/2013,,"Clark, Wolfe and Kelly",Bryant LLC,23917.86,2174.35,7,23917.86
batch1_3,54011206,01/27/2020,,Sawyer-Stone,Harris-Mejia,2 766.45,251.50,4,2766.45
batch1_3,97833274,09/03/2014,,"Baker, Pearson and Perry","Wilcox, Turner and Porter",440.00,40.00,1,440.0
batch1_3,58751726,10/09/2018,,Campbell-Schmidt,"Singleton, Perry and Brown","2 298,03","208,91",3,229803.0
batch1_3,70699664,10/28/2017,,Mack-Clark,"Hess, Douglas and Blackburn",2553.02,232.09,6,2553.02
batch1_3,60038342,01/02/2018,,Moore PLC,"Gregory, Whitney and Smith",1473.67,133.97,4,1473.67
batch1_3,56987614,07/03/2019,,"Campbell, Hernandez and Blankenship",Wright-Lee,"296,02","26,91",7,29602.0
batch1_3,26307902,10/05/2015,,Moore Ltd,"Johnson, Harvey and Richardson",104.06,9.46,2,104.06
batch1_3,35806662,01/27/2021,,Fields-Ward,Matthews-Rodriguez,3057.69,277.97,5,3057.69
batch1_3,87519797,05/13/2013,,Navarro Inc,Dawson Inc,410.56,37.32,6,410.56
batch1_3,94223548,11/19/2012,,"Mitchell, Acevedo and Wright",Brock-Walker,"4 420,79","401,89",7,442079.0
batch1_3,59612541,08/24/2016,,"Thomas, Gonzalez and Bennett",Flynn-Walton,"21 089,90","1 917,26",5,2108990.0
batch1_3,34630909,09/14/2011,,"Smith, Campbell and Gonzales",Green and Sons,306.51,27.86,6,306.51
batch1_3,14287592,03/05/2021,,"Burns, Figueroa and Hawkins",Compton-Brown,"149 105,43","13 555,04",7,14910543.0
